,T1.txt,T10.txt,T2.txt,T3.txt,T4.txt,T5.txt,T6.txt,T7.txt,T8.txt,T9.txt
point,9,2,5,3,4,10,4,6,4,7
poison,0,0,2,1,0,0,0,0,0,1
poker,7,0,0,0,0,0,0,0,0,0
polar,0,2,0,0,0,0,4,1,0,1
polari,0,0,0,0,1,0,0,0,0,0
pole,6,0,0,1,2,0,3,0,0,0
polic,0,1,0,0,0,0,0,0,0,0
pollen,0,0,4,2,0,0,0,0,0,0
polyp,0,0,0,3,0,0,0,0,0,1
polystomella,0,0,0,1,0,0,0,0,0,1
pond,1,0,1,3,0,0,0,0,0,0
pool,0,2,4,1,0,1,0,0,0,1
poor,1,1,0,0,0,0,0,0,0,0
poorli,0,1,0,0,0,0,0,0,0,0
popul,0,0,2,1,2,0,1,0,0,0
popular,1,0,1,0,1,0,0,0,1,0
popularli,0,0,0,0,0,1,0,1,0,0
porcelain,1,0,0,0,0,0,0,0,0,0
pork,0,0,0,0,0,0,0,0,0,1
port,0,0,0,0,0,0,0,0,2,0
portal,0,0,0,0,0,0,0,0,0,1
portent,1,0,0,0,1,0,0,0,0,0
portion,0,0,0,3,3,0,0,0,0,2
portugues,0,0,0,0,0,0,0,0,0,1
posit,19,0,2,1,5,1,1,6,3,1
possess,0,0,2,0,1,0,0,0,5,1
possibl,6,2,14,12,6,2,5,3,9,3
post,0,0,0,0,0,0,0,0,5,1
postul,0,1,0,0,0,0,0,0,0,0
potassium,0,0,0,1,0,0,0,0,0,0
potenti,3,0,0,2,0,0,0,0,0,0
pouch,0,0,3,0,0,0,0,0,0,1
poultri,0,0,0,1,0,0,0,0,0,0
pound,3,0,0,0,4,0,0,0,0,0
pour,2,0,0,0,0,0,0,1,0,0
powder,1,0,0,0,0,0,0,0,0,0
power,9,3,6,1,5,0,0,2,6,5
pr,0,0,1,0,0,0,0,0,0,0
practic,4,0,5,1,1,0,0,2,1,1
practis,0,0,1,0,0,0,0,0,0,0
pray,0,0,0,0,0,0,0,0,0,1
pre,0,0,3,3,1,0,0,0,0,0
preced,0,0,1,1,0,0,0,0,0,1
preciou,1,1,0,0,0,0,0,0,0,0
precis,1,0,1,0,3,2,0,0,1,2
precursor,0,0,1,0,0,0,0,0,0,0
predatori,0,0,1,1,0,0,0,0,0,0
predecessor,1,0,2,0,0,0,0,0,0,1
predict,0,0,0,0,0,0,0,1,0,1
predisposit,0,3,0,0,0,0,0,0,0,0
predomin,1,0,1,0,0,0,0,0,0,0
preen,0,1,0,0,0,0,0,0,0,0
prefer,0,0,0,0,1,0,0,0,0,0
preform,0,1,0,0,0,0,0,0,0,0
prehistor,0,0,0,0,0,0,0,0,0,1
prejudici,0,0,0,1,0,0,0,0,0,0
prematur,0,0,1,0,0,0,0,0,0,0
prepar,1,0,0,2,1,0,0,0,2,0
preparatori,0,0,1,0,0,0,0,0,0,0
prerog,1,0,0,0,0,0,0,0,0,0
presenc,0,0,1,0,0,0,0,1,0,0
present,4,3,4,6,3,0,2,3,6,6
preserv,0,0,1,1,0,0,0,0,1,0
press,1,0,1,0,0,0,0,0,0,7
pressur,0,0,3,2,1,1,0,2,0,0
presum,0,0,1,0,1,0,0,0,0,0
pretti,1,0,0,0,0,0,0,0,0,0
prevail,0,0,0,0,0,0,0,0,1,0
prevent,0,0,0,1,0,0,2,0,1,0
previou,2,0,0,1,0,0,0,0,2,1
previous,0,1,0,0,0,0,0,0,0,0
prey,0,1,2,1,0,0,0,0,0,0
price,0,0,0,1,1,0,0,0,0,0
primal,0,0,1,0,0,0,0,0,0,0
primari,1,0,1,0,1,0,0,3,4,0
primat,0,0,1,0,0,0,0,0,0,0
primer,0,0,0,0,0,0,0,0,0,1
primev,1,0,1,3,0,0,0,0,0,1
primit,1,0,5,2,1,1,0,1,0,2
primordi,0,0,0,0,0,0,0,0,0,1
princip,0,0,0,0,0,0,0,1,1,0
principl,3,0,0,1,2,0,0,0,3,0
print,1,0,2,0,0,0,0,0,3,12
prism,1,0,0,0,8,0,0,5,0,0
probabl,3,2,18,7,0,1,4,2,0,3
probe,0,1,0,0,0,0,0,0,0,0
problem,4,0,5,2,1,0,1,0,1,4
proce,1,0,0,1,0,0,0,0,0,0
proceed,2,0,0,1,0,1,0,1,1,0
procellaria,0,0,0,0,0,0,0,0,0,1
process,5,1,9,16,0,5,0,2,5,3
procyon,0,0,0,0,1,0,0,0,0,0
prodig,1,0,0,0,0,0,0,0,0,0
prodigi,1,2,1,0,1,0,1,1,1,2
produc,14,0,0,8,5,1,0,1,12,3
product,1,1,0,1,0,0,0,1,2,0
prof,0,0,0,1,0,0,3,0,0,0
professor,9,3,7,3,0,0,3,1,2,25
profil,0,0,0,0,0,0,0,0,0,2
profit,0,3,1,3,0,0,0,0,2,1
profitless,0,0,0,1,0,0,0,0,0,0
profound,1,0,1,0,0,0,0,0,0,2
profoundli,0,0,1,0,0,0,0,0,0,0
prognost,1,0,0,0,0,0,0,0,0,0
progress,0,1,8,0,1,0,0,0,2,2
prohibit,0,0,0,0,0,0,0,0,1,0
project,0,1,0,0,0,1,0,0,84,3
prolif,0,0,3,0,0,0,0,0,0,0
prolong,0,1,4,2,0,0,0,0,0,0
promin,0,0,1,0,0,0,0,4,2,9
promis,2,0,1,0,1,0,1,0,1,2
promot,0,0,2,0,0,0,0,0,3,0
prompt,0,0,1,0,0,0,0,0,0,0
pronounc,0,0,1,0,0,0,0,0,0,0
proof,1,1,0,0,0,1,0,1,1,3
proofread,0,0,0,0,0,0,0,0,2,1
propel,1,0,0,1,0,0,0,0,0,0
proper,2,0,0,2,0,0,0,0,0,0
properti,3,0,0,1,0,0,0,0,3,0
prophesi,0,0,0,0,0,0,0,0,1,0
propiti,0,0,1,0,0,0,0,0,0,0
proport,4,0,0,1,1,0,1,0,1,1
propos,1,0,0,0,0,0,0,0,0,0
propound,0,0,0,1,0,0,0,0,0,0
proprietari,0,0,0,0,0,0,0,0,1,0
prospect,1,0,0,0,0,0,0,0,0,2
protect,0,0,4,0,0,0,0,0,2,5
protein,0,0,0,1,0,0,0,0,0,0
proterospongia,0,0,0,1,0,0,0,0,0,1
proterozo,0,0,3,0,0,0,0,0,0,0
protist,0,0,0,2,0,0,0,0,0,0
proton,1,0,0,0,0,0,0,0,0,0
protoplasm,0,0,0,2,0,0,0,0,0,0
protopteru,0,0,1,0,0,0,0,0,0,1
protozoa,0,0,0,12,0,0,0,0,0,0
protozoon,0,0,0,4,0,0,0,0,0,0
protrus,0,0,1,0,0,0,0,0,0,0
proud,0,0,0,0,1,0,0,0,0,1
prove,3,1,3,2,1,0,0,0,2,0
provid,1,1,0,0,0,1,0,2,15,1
provinc,0,0,1,0,0,0,0,0,0,0
provis,0,0,0,0,0,0,0,0,2,0
provision,0,0,0,1,0,0,0,0,0,1
provok,0,0,1,1,0,0,0,0,0,0
ps,0,0,0,1,0,0,0,0,0,0
psychic,0,0,0,0,0,0,0,0,0,1
psycho,0,0,0,0,0,0,0,0,0,1
psycholog,0,0,0,0,0,0,0,0,0,1
pterodactyl,0,0,6,0,0,0,0,0,0,1
pterosaur,0,0,1,0,0,0,0,0,0,0
public,0,0,1,0,1,0,0,0,9,1
publish,1,0,0,0,0,0,0,0,0,1
puffin,0,0,0,0,0,0,0,0,0,1
pull,1,2,0,4,0,0,0,0,8,4
pump,2,0,0,0,0,0,0,0,0,0
punctuat,0,0,0,1,0,0,0,0,0,0
punit,0,0,0,0,0,0,0,0,1,0
punt,0,0,1,0,0,0,0,0,0,0
pupa,0,0,1,0,0,0,0,0,0,0
puppi,0,1,0,0,0,0,0,0,0,0
pure,0,1,1,0,0,0,0,0,0,0
purpos,1,0,0,1,0,0,0,1,3,0
pursu,0,0,0,5,1,0,0,0,0,0
push,1,0,2,0,0,0,0,0,0,0
put,6,1,3,3,1,0,0,0,1,4
putnam,0,0,0,0,0,0,0,0,0,2
puzzl,0,1,0,0,0,0,0,0,0,0
qualifi,0,0,0,1,0,0,0,0,0,0
qualiti,0,1,3,0,0,0,0,0,0,0
quantiti,3,0,0,0,0,0,1,3,1,1
quart,0,0,0,1,0,0,0,0,0,1
quarter,1,0,1,0,0,1,1,0,0,1
quaternari,0,0,1,0,0,0,0,0,0,0
queensland,0,0,1,0,0,0,0,0,0,0
question,4,1,2,2,4,1,0,1,2,7
quick,0,1,0,0,0,0,0,0,0,0
quicker,0,0,0,0,0,0,0,1,0,0
quickli,0,1,1,1,0,0,0,0,0,0
quiescent,0,0,1,0,0,0,0,0,0,0
quiet,0,0,0,0,0,0,0,0,0,1
quit,1,5,7,3,2,0,2,1,1,2
quot,0,0,1,0,0,0,0,0,0,0
r,1,1,2,1,0,0,0,0,1,3
rabbit,0,1,0,0,0,0,0,0,0,0
race,1,0,12,2,1,0,0,0,1,2
racial,0,0,1,1,0,0,0,0,0,0
radial,0,0,0,2,0,0,0,0,0,0
radianc,0,0,0,2,0,0,0,0,0,0
radiant,2,0,0,0,0,0,0,0,0,0
radiat,3,0,3,0,0,2,0,2,6,0
radio,13,0,0,0,0,0,0,4,0,0
radiolarian,0,0,1,1,0,0,0,0,0,0
radiu,0,0,1,0,0,0,0,0,0,0
radium,18,0,0,2,0,0,0,0,1,5
raft,0,1,0,0,0,0,0,0,0,0
railway,1,1,0,0,0,0,0,0,0,0
rain,1,0,2,1,0,0,0,0,0,0
rainbow,2,0,0,0,0,0,0,4,0,0
rais,3,1,0,2,0,2,0,1,1,0
rampart,0,0,0,0,0,1,0,0,0,0
ramsay,0,0,0,0,0,0,0,1,0,0
ran,0,0,1,0,0,0,0,0,0,0
random,0,0,0,0,1,0,0,0,0,0
rang,3,0,4,0,0,0,1,2,0,2
rank,0,0,1,0,0,0,0,0,1,0
rapid,6,3,2,1,0,0,0,1,0,0
rapidli,6,1,2,2,0,0,0,1,0,1
rare,0,0,2,0,0,0,0,0,0,1
rarest,0,0,0,0,0,0,0,0,0,1
rarifi,0,0,0,0,0,1,0,0,0,0
rariti,0,0,2,0,0,1,0,0,0,0
rate,4,0,1,0,1,0,1,0,6,2
rather,3,1,1,3,0,0,0,1,1,2
ratio,0,0,1,3,0,0,0,0,0,0
ration,0,0,1,1,0,0,0,0,0,0
raw,0,1,1,0,0,0,0,0,0,0
ray,31,2,0,0,0,2,1,6,2,11
rayleigh,1,0,0,0,0,0,0,0,0,0
reach,7,4,7,1,2,3,0,2,3,4
react,0,0,0,1,0,0,0,0,1,0
reaction,0,0,0,6,0,0,0,3,1,0
read,0,1,4,0,1,0,0,0,4,2
readabl,0,0,0,0,0,0,0,0,2,0
reader,0,0,1,0,2,0,0,0,1,3
readi,0,2,0,4,0,1,0,0,0,0
readili,2,0,1,1,0,0,0,0,0,0
real,0,1,1,1,0,0,0,0,0,0
realis,2,0,2,0,1,0,0,0,0,1
realiti,1,0,0,0,1,0,0,0,1,0
realiz,0,0,0,0,0,0,0,0,0,1
realli,5,0,0,0,2,0,0,1,1,1
reappear,3,1,1,0,0,0,0,0,0,0
rear,0,0,0,0,0,1,0,0,0,0
rearrang,0,0,1,0,0,0,0,0,0,0
reason,2,1,7,1,3,1,3,3,7,2
recal,0,0,1,0,0,0,0,0,0,0
recapitul,0,0,5,0,0,0,0,0,0,0
recaptur,0,0,0,1,0,0,0,0,0,0
receipt,0,0,0,0,0,0,0,0,2,0
receiv,3,0,1,1,1,1,0,0,9,2
recent,7,0,3,3,3,2,0,1,2,4
recept,0,0,0,0,0,0,0,0,0,1
receptacl,0,0,0,0,0,0,0,0,1,0
recogn,0,1,0,0,0,0,0,0,0,0
recognis,3,1,1,1,1,0,0,1,1,1
recognit,0,2,0,0,0,0,0,0,0,0
recomm,0,0,0,1,0,0,0,0,0,0
recommend,0,0,1,0,0,0,0,0,0,0
reconcil,0,0,0,0,0,1,0,0,0,0
reconstruct,0,0,0,0,0,0,0,0,0,3
reconvert,0,0,0,0,1,0,0,0,0,0
record,0,2,6,0,3,0,0,0,0,0
recuper,0,0,0,1,0,0,0,0,0,0
recurr,0,0,0,1,0,0,0,0,0,0
red,11,2,4,0,1,11,4,6,0,6
redistribut,0,0,0,0,0,0,0,0,5,0
redol,1,0,0,0,0,0,0,0,0,0
reduc,0,0,1,0,1,0,0,0,1,2
reed,0,0,0,0,0,0,0,0,0,1
reef,0,0,0,2,0,0,0,0,0,1
reel,0,0,0,0,0,0,0,0,0,1
refer,2,1,2,0,1,0,0,1,2,2
refin,0,0,0,0,1,0,0,0,0,1
reflect,4,1,0,0,5,0,3,1,0,1
reflector,0,0,0,0,9,0,0,0,0,0
reflex,0,1,1,12,0,0,0,0,0,1
reflux,0,0,0,0,0,0,0,0,1,0
refract,0,0,0,0,2,0,0,0,0,1
refractor,0,0,0,0,8,0,0,0,0,1
refund,0,0,0,0,0,0,0,0,10,0
regard,2,2,5,4,1,0,2,0,0,4
region,2,0,1,0,3,3,1,3,0,7
regist,1,0,1,0,2,0,0,1,2,0
regiu,0,0,0,0,0,0,0,0,0,1
regrow,0,0,0,0,0,0,0,0,0,1
regul,0,0,0,2,0,0,0,0,3,2
regular,2,0,0,0,0,0,0,1,2,0
regulu,0,0,0,0,1,0,0,0,0,0
reid,0,0,0,0,0,0,0,0,0,1
rein,1,1,0,0,0,0,0,0,0,0
reincarn,0,0,1,0,0,0,0,0,0,0
reiter,0,0,1,0,0,0,0,0,0,0
reject,0,1,0,0,0,0,0,0,0,0
rejuvenesc,0,0,0,1,0,0,0,0,0,0
rel,0,1,11,2,2,1,0,1,0,3
relat,3,0,8,5,0,0,0,1,0,3
relationship,0,0,1,0,0,0,0,1,0,1
releas,1,0,0,0,0,0,0,0,0,1
reli,0,0,0,0,0,0,1,0,0,0
reliabl,0,0,0,0,0,0,0,2,0,0
relic,0,0,2,0,0,0,0,0,0,0
reliev,1,0,3,0,0,0,0,1,0,0
religiosa,0,0,0,0,0,0,0,0,0,1
relinquish,0,0,1,0,0,0,0,0,0,0
remain,7,1,7,7,1,1,0,0,3,3
remaind,0,0,0,0,0,0,0,0,0,1
remark,2,1,4,1,2,1,1,0,1,3
remedi,0,0,0,0,0,0,0,0,1,0
rememb,1,0,1,2,0,0,0,0,0,2
remind,1,0,0,0,0,0,1,0,0,0
reminisc,0,0,0,1,0,0,0,0,0,0
remot,0,0,1,0,1,1,0,1,2,0
remov,0,0,0,0,0,0,0,0,3,0
renaiss,1,0,0,0,0,0,0,0,0,0
renal,0,0,0,1,0,0,0,0,0,1
renam,0,0,0,0,0,0,0,0,1,0
renew,0,0,0,0,1,0,0,1,1,0
reorganis,0,0,0,1,0,0,0,0,0,0
repair,0,0,0,2,0,0,0,0,0,0
repeat,1,0,1,1,0,0,0,0,0,0
repeatedli,0,1,1,0,0,0,0,0,0,0
repel,1,0,0,0,0,0,0,0,0,0
repertori,0,1,1,0,0,0,0,0,0,0
replac,1,0,7,1,0,0,0,1,6,0
replenish,0,0,0,0,0,0,0,0,1,0
report,1,1,0,3,1,0,0,0,3,5
repres,1,0,9,6,0,1,0,0,0,3
represent,1,0,3,0,0,0,0,0,1,1
reproduc,2,0,1,6,0,1,0,1,0,14
reproduct,0,0,3,10,0,0,0,1,0,0
reptil,0,6,33,0,0,0,0,0,0,2
reptilian,0,1,3,0,0,0,0,0,0,1
request,0,0,0,0,0,0,0,0,1,0
requir,1,2,5,2,0,1,0,4,6,1
research,2,0,0,2,0,1,0,0,2,1
resembl,1,0,2,0,1,0,0,1,1,3
reserv,0,0,0,0,0,1,0,0,0,0
reservoir,0,0,0,0,0,0,0,0,3,0
reshuffl,0,0,1,0,0,0,0,0,0,0
resid,0,0,0,1,0,0,0,0,0,0
residu,0,0,0,0,0,1,0,0,0,0
resist,1,0,0,1,0,0,0,1,0,0
resolv,0,0,0,0,0,0,0,0,1,2
resourc,0,0,0,0,0,0,0,0,2,1
respect,2,0,0,1,0,0,1,0,0,0
respir,0,0,1,0,0,0,0,0,0,0
respiratori,0,0,1,0,0,0,0,0,0,0
respond,0,1,0,0,0,0,0,0,0,0
respons,0,0,1,2,0,0,0,0,0,0
rest,2,1,3,2,0,0,1,1,0,0
restor,0,0,1,1,0,0,0,0,0,5
restrict,0,0,2,1,1,0,0,0,1,1
result,6,1,4,10,2,1,1,1,4,2
resurrect,0,0,0,0,1,0,0,0,0,0
retain,0,0,1,0,0,1,1,0,0,0
retent,0,0,1,0,0,0,0,0,0,0
retir,0,1,0,0,0,0,0,0,0,0
retreat,0,2,2,1,0,0,0,0,0,0
retrograd,0,0,1,0,0,0,0,0,0,0
return,3,1,2,0,0,0,0,2,4,2
reveal,1,0,1,0,2,0,0,2,0,2
revel,0,0,0,0,0,0,0,1,0,3
revenu,0,0,0,0,0,0,0,0,1,0
revers,0,0,0,1,0,0,0,1,0,1
revis,0,0,0,0,1,0,0,0,0,0
revolut,2,0,0,0,1,0,0,0,2,1
revolutionari,0,0,0,0,0,0,0,0,0,1
revolutionis,0,0,0,0,0,0,0,0,1,0
revolv,8,0,0,1,0,0,2,0,1,1
rhacophoru,0,0,1,0,0,0,0,0,0,0
rhinocero,0,0,2,0,0,0,0,0,0,0
rhizopod,0,0,0,2,0,0,0,0,0,0
rhodesia,0,0,0,0,0,0,0,0,0,1
rhodesian,0,0,0,0,0,0,0,0,0,1
rhodeu,0,0,0,0,0,0,0,0,0,1
rhythm,0,0,0,1,0,0,0,0,0,0
rhythmic,0,0,0,0,0,0,0,0,1,0
rib,0,0,2,0,0,0,0,0,0,0
rich,0,1,1,1,1,0,0,0,0,1
richer,0,0,1,0,0,0,0,0,0,0
richli,0,1,0,0,0,0,0,0,0,0
rid,0,0,0,2,0,0,0,0,0,0
riddl,0,0,0,1,0,0,0,0,0,0
ridg,0,0,1,0,0,0,0,0,0,0
rifl,1,0,0,0,0,0,0,0,0,0
rigel,0,0,0,0,1,0,0,0,0,0
right,3,2,3,3,3,0,1,1,4,2
rigid,0,0,0,0,0,1,0,0,0,0
rigor,0,1,0,0,0,0,0,0,0,0
rill,0,1,0,0,0,0,0,0,0,0
ring,4,1,2,4,0,2,2,1,1,0
riot,0,0,1,0,0,0,0,0,0,0
rippl,3,0,0,0,0,0,0,0,0,0
rischgitz,0,0,1,2,0,0,0,0,0,4
rise,8,0,12,3,1,5,0,1,3,5
risk,0,0,8,0,0,0,0,0,0,0
rivalri,0,0,0,0,2,0,0,0,0,0
river,0,3,4,0,0,0,0,0,1,1
rob,0,0,0,0,1,0,0,0,0,0
robber,0,0,0,0,0,0,0,0,0,1
robe,1,0,0,0,0,0,0,0,0,0
rock,0,1,16,4,0,0,0,0,1,3
rod,0,0,0,1,0,0,0,0,0,0
rodent,0,1,0,0,0,0,0,0,0,0
roll,1,0,1,0,0,0,0,0,0,0
romanc,0,0,0,0,0,0,0,1,0,3
rome,0,0,0,0,0,0,0,0,0,1
roof,0,0,0,0,0,0,0,0,0,1
rook,0,1,0,0,0,0,0,0,0,0
room,2,0,0,0,0,0,0,0,0,0
root,0,0,0,3,0,0,0,0,0,1
rose,0,0,0,0,0,0,0,0,0,1
rotat,5,0,0,1,2,1,3,3,22,3
rotif,0,0,0,2,0,0,0,0,0,0
rough,0,0,0,1,0,0,0,0,0,0
roughli,0,0,0,0,0,1,0,0,0,0
round,21,1,1,3,4,4,7,4,9,12
rout,0,1,0,0,0,0,0,1,0,0
routin,0,3,3,1,0,0,0,0,0,0
row,1,0,0,0,0,0,0,0,0,0
royal,0,0,0,0,0,2,0,1,0,5
royalti,0,0,0,0,0,0,0,0,5,0
rub,1,0,0,0,0,0,0,0,0,0
rubbish,0,0,0,0,0,1,0,0,0,0
rubbl,0,0,0,0,0,0,0,0,1,0
rude,1,0,0,0,0,0,0,0,0,0
rug,0,0,0,0,0,1,0,0,0,0
rule,0,0,1,1,1,1,1,0,2,0
run,2,1,6,0,1,0,0,1,1,1
rung,0,0,1,0,0,0,0,0,0,0
runner,0,0,1,0,0,0,0,0,0,0
rush,4,0,0,0,1,0,0,0,0,0
russel,0,0,0,0,0,1,0,0,0,1
rutherford,1,0,0,0,0,0,0,0,0,2
sabr,0,0,1,0,0,0,0,0,0,0
sacr,0,1,0,0,0,0,0,0,0,0
sacrif,0,0,0,0,0,0,0,0,0,1
safe,1,0,4,1,0,0,0,0,0,0
safeti,0,0,5,0,0,0,0,0,0,0
sagaci,0,0,1,0,0,0,0,0,0,0
said,3,3,8,7,4,0,0,1,4,3
sail,0,0,1,0,0,0,0,0,0,0
saint,0,0,0,0,0,0,0,0,0,1
sake,0,0,0,0,0,0,0,0,0,1
sal,1,0,0,0,0,0,0,0,0,0
salamand,0,0,1,0,0,0,0,0,0,0
salicyl,0,0,0,1,0,0,0,0,0,0
salient,1,0,1,0,0,0,0,0,0,0
salin,0,0,1,1,0,0,0,0,0,0
salmon,0,0,0,0,0,0,0,0,0,3
salt,0,0,2,6,0,0,0,0,1,1
saltatori,0,0,0,1,0,0,0,0,0,0
sampl,0,0,1,0,0,0,0,0,0,0
sand,0,0,0,0,0,0,0,0,0,1
sandston,0,0,3,1,0,0,0,0,0,0
sapper,0,0,0,1,0,0,0,0,0,0
sargasso,0,0,0,0,0,0,0,0,0,1
satellit,0,0,0,0,2,0,1,0,2,1
satisfact,0,0,0,1,0,0,0,0,0,0
satisfactori,0,0,1,1,0,1,1,0,0,0
satur,0,0,1,1,0,0,0,0,0,0
saturn,0,0,0,0,1,0,9,1,0,3
saucer,0,1,0,0,0,1,0,0,0,0
save,0,2,3,0,0,0,0,0,0,0
saw,9,1,0,0,1,0,1,0,0,0
say,9,1,11,15,3,2,3,7,6,6
sc,0,0,1,0,0,0,0,0,0,0
scale,3,0,1,0,0,0,0,0,0,10
scandinavia,0,0,0,0,0,0,0,0,0,2
scanti,0,0,0,0,0,0,1,0,0,1
scapula,0,0,1,0,0,0,0,0,0,0
scarborough,0,0,0,1,0,0,0,0,0,1
scarc,0,0,0,0,0,0,0,0,0,1
scarlet,0,0,0,0,0,0,0,0,0,2
scatter,1,0,0,2,0,1,1,0,1,0
scene,0,0,1,0,0,0,0,0,0,3
sceneri,0,0,0,0,0,1,0,0,0,0
scent,0,1,1,0,0,1,0,0,0,0
sceptic,1,0,0,0,0,0,1,0,0,0
scheme,1,0,0,1,0,0,0,0,0,0
schuchert,0,0,2,0,0,0,0,0,0,0
schultz,0,0,0,1,0,0,0,0,0,1
sci,0,0,1,1,0,0,0,0,0,1
scienc,7,0,1,4,2,0,0,1,4,30
scientif,7,0,2,4,1,1,0,0,0,10
scientist,0,0,0,0,1,0,0,1,0,0
scissor,2,0,0,0,0,0,0,0,0,0
scoop,0,0,0,0,0,0,0,0,1,1
scope,0,0,0,0,0,0,0,0,1,0
score,0,2,0,0,1,0,0,0,1,0
scorpion,0,0,4,0,0,0,0,0,0,0
scour,0,0,0,1,0,0,0,0,0,0
scrap,1,0,0,0,0,0,0,0,0,0
scratch,0,1,0,0,0,0,0,0,0,0
screen,7,0,0,1,0,0,1,2,0,1
sea,1,1,35,23,0,2,0,0,5,17
seal,0,2,1,0,0,0,0,0,0,0
search,0,0,0,0,0,0,0,0,1,0
seashor,0,0,3,0,0,0,0,0,0,0
season,0,0,1,0,0,0,0,0,0,2
seat,0,0,0,2,0,0,0,1,0,0
seawe,0,0,2,1,0,0,0,0,0,0
seclud,0,0,1,0,0,0,0,0,0,0
second,15,4,2,2,6,2,0,0,3,4
secondari,0,0,1,0,0,0,0,0,0,1
secondli,0,0,0,1,0,0,0,0,0,0
secret,2,0,2,1,0,0,0,1,0,3
section,1,0,0,1,0,0,1,0,9,1
secur,0,3,7,3,0,0,0,0,1,0
sedentari,0,0,0,3,0,0,0,0,0,0
sediment,0,0,1,0,0,0,0,0,0,0
sedimentari,0,0,5,1,0,0,0,0,0,0
see,12,3,3,4,9,4,4,3,10,9
seed,0,2,5,4,0,0,0,0,0,1
seek,0,0,1,0,0,0,0,0,0,1
seem,6,5,5,9,1,5,2,6,4,2
seen,16,2,4,6,5,2,1,3,3,9
seeth,0,0,0,0,0,0,2,0,0,0
segment,0,0,1,1,0,0,0,0,0,0
seiz,0,2,0,0,0,1,0,0,0,2
seldom,0,0,0,0,1,0,0,0,1,0
select,0,0,1,0,1,0,0,0,0,0
selenium,0,0,0,0,1,0,0,0,0,0
self,0,0,2,2,0,0,1,0,0,0
semi,0,0,0,1,0,0,1,0,0,0
semnopithecu,0,1,0,0,0,0,0,0,0,0
semotilu,0,0,0,0,0,0,0,0,0,1
send,4,1,1,0,0,0,0,0,2,0
senesc,0,0,0,1,0,0,0,0,0,0
sens,3,13,2,3,0,0,1,0,1,3
sensat,2,0,0,0,0,0,0,3,0,0
sensatori,0,0,0,1,0,0,0,0,0,0
sensit,0,0,0,2,1,0,1,0,1,0
sensori,0,0,0,6,0,0,0,0,0,0
sent,1,0,0,0,0,0,0,0,1,0
sentenc,0,0,1,0,0,0,0,0,2,0
separ,5,1,1,5,1,0,0,1,2,3
sept,0,0,0,0,0,0,0,0,0,1
septemb,0,0,0,0,0,1,0,0,0,3
sequoia,0,0,0,1,0,0,0,0,0,0
seri,4,0,3,2,1,0,0,2,0,0
serial,0,0,0,0,0,0,0,0,0,1
seriou,1,0,0,0,0,1,0,0,1,0
serpent,0,1,0,0,0,0,0,0,0,0
serv,1,0,2,2,0,0,0,0,0,0
servic,0,2,1,0,0,0,0,0,1,0
serviss,0,0,0,0,1,0,0,0,0,0
set,3,0,8,4,0,1,0,2,10,2
settl,1,0,0,1,0,0,2,0,1,0
seven,8,0,2,0,0,1,0,1,1,4
seventeen,1,0,0,0,0,0,1,0,0,0
seventh,1,0,0,0,0,0,0,0,0,1
seventi,0,0,0,0,0,1,0,0,0,0
seventieth,1,0,0,0,0,0,0,0,0,0
sever,3,0,6,3,2,0,0,2,2,1
sex,0,1,2,3,0,0,0,0,0,1
sexual,0,0,0,2,0,0,0,0,0,0
shade,0,0,0,0,0,1,0,2,0,0
shadow,0,0,0,0,0,1,0,0,0,3
shaft,1,0,0,0,0,0,0,0,0,0
shaken,1,0,0,0,0,0,0,0,0,0
shall,5,0,1,0,1,0,0,1,4,5
shallow,0,1,3,1,0,1,0,0,0,0
shape,3,0,0,0,14,0,0,2,0,2
share,0,1,1,2,0,0,0,0,4,1
shark,0,0,1,0,0,0,0,0,0,0
sharp,0,2,1,0,0,0,0,0,0,0
shatter,0,0,0,0,0,1,0,0,0,1
shed,0,0,0,1,0,0,0,0,0,0
sheep,0,4,2,0,0,0,0,0,0,0
sheer,0,3,0,0,0,0,0,0,0,0
sheet,0,0,1,0,0,0,1,0,0,0
shelf,0,0,1,0,0,0,0,0,0,0
shell,1,8,4,3,1,0,0,0,0,6
shelter,0,2,0,0,0,1,0,0,0,0
shepston,1,0,0,0,2,0,0,0,0,3
shield,0,0,0,1,0,0,0,0,0,0
shift,0,0,0,1,0,0,0,1,0,3
shine,0,0,0,0,0,0,1,1,0,2
ship,0,0,0,1,0,0,0,0,1,0
shoebil,0,0,0,0,0,0,0,0,0,1
shoot,1,0,1,1,0,2,0,1,0,2
shore,0,0,7,1,0,0,0,0,0,2
short,4,0,3,0,0,0,0,0,0,3
shorten,0,0,1,0,0,0,0,0,0,0
shorter,5,0,0,1,0,0,0,0,1,0
shortest,2,0,0,0,0,0,0,1,0,0
shot,1,0,0,0,0,0,1,0,0,1
shoulder,0,0,2,0,0,0,0,0,0,0
show,10,2,20,12,0,6,3,10,1,16
shown,10,2,1,4,0,0,0,0,3,2
shred,0,0,0,0,0,0,0,1,0,0
shrew,0,0,1,0,0,0,0,0,0,0
shrink,1,0,0,2,0,0,0,1,1,1
shrinkag,0,0,0,1,0,0,0,3,0,0
shrunk,0,0,0,1,0,0,0,0,0,0
shuffl,0,0,1,0,0,0,0,0,0,0
shunt,0,1,0,1,0,0,0,0,0,0
shut,0,0,0,2,0,0,0,0,0,1
sick,0,0,1,3,0,0,0,0,0,1
